InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
INV101863,31253,Shirt,2,2024-12-13,36.03,C00444,EIRE,72.06
INV101318,74166,Shoe,5,2024-12-20,50.01,C00125,United Kingdom,250.04999999999998
INV100615,58563,Shoe,1,2024-08-22,43.39,C00110,EIRE,43.39
INV101549,36390,Towel,2,2024-09-23,166.19,C00037,France,332.38
INV100799,98664,Lipstick,4,2024-10-13,6.6,C00277,France,26.4
INV101714,61578,Bag,5,2024-04-09,29.82,C00014,EIRE,149.1
INV101660,89025,Brush,1,2024-03-27,18.66,C00473,United Kingdom,18.66
INV100421,42658,Shirt,3,2024-01-15,7.06,C00347,France,21.18
INV101888,16852,Shoe,1,2024-04-10,81.24,C00232,Germany,81.24
INV101046,12551,Towel,3,2024-06-13,46.64,C00316,EIRE,139.92000000000002
INV100574,81947,Perfume,5,2024-01-29,3.75,C00124,France,18.75
INV100142,71001,Brush,3,2024-04-23,1.53,C00279,France,4.59
INV100992,59159,Towel,4,2024-04-16,24.32,C00479,France,97.28
INV100664,61707,Brush,3,2024-12-29,19.53,C00111,Germany,58.59
INV100144,43243,Shoe,4,2024-05-09,55.92,C00124,Germany,223.68
INV101248,31800,Bag,5,2024-03-24,6.33,C00413,Germany,31.65
INV101006,85939,Perfume,5,2024-09-27,2.76,C00431,United Kingdom,13.799999999999999
INV100502,67828,Lipstick,1,2024-08-31,7.0,C00030,EIRE,7.0
INV101985,17239,Shirt,4,2024-08-01,1.38,C00115,United Kingdom,5.52
INV101997,16710,Lipstick,4,2024-11-01,1.73,C00090,Germany,6.92
INV100820,31384,Lipstick,2,2024-06-14,50.27,C00212,EIRE,100.54
INV101639,31038,Towel,2,2024-10-05,9.68,C00038,United Kingdom,19.36
INV100103,50846,Brush,2,2024-02-28,11.58,C00083,United Kingdom,23.16
INV101970,97983,Shirt,3,2024-03-30,1.37,C00027,United Kingdom,4.11
INV101062,77821,Shirt,2,2024-11-26,7.31,C00217,Germany,14.62
INV101970,47991,Shoe,4,2024-07-12,33.67,C00360,France,134.68
INV100197,89057,Shoe,3,2024-05-02,20.12,C00486,EIRE,60.36
INV101669,16971,Shirt,5,2024-05-15,29.03,C00372,Germany,145.15
INV100578,39139,Perfume,1,2024-05-18,12.86,C00215,EIRE,12.86
INV100390,95445,Candle,2,2024-08-16,8.41,C00221,Germany,16.82
INV101202,87067,Shoe,5,2024-09-30,14.19,C00015,United Kingdom,70.95
INV101991,90257,Candle,4,2024-02-19,8.8,C00443,United Kingdom,35.2
INV100553,94742,Towel,1,2024-04-27,37.52,C00259,France,37.52
INV101471,47711,Perfume,5,2024-07-20,8.07,C00266,France,40.35
INV101523,16530,Shirt,1,2024-07-09,22.56,C00463,EIRE,22.56
INV101038,21116,Perfume,2,2024-12-29,3.95,C00120,France,7.9
INV101646,75794,Shoe,4,2024-11-18,24.22,C00464,France,96.88
INV101692,10282,Lipstick,1,2024-06-29,49.91,C00401,EIRE,49.91
INV101312,89473,Towel,5,2024-03-18,19.76,C00128,Germany,98.80000000000001
INV100477,11898,Shirt,2,2024-03-15,17.41,C00211,France,34.82
INV101254,14135,Bag,2,2024-10-21,65.94,C00011,Germany,131.88
INV100922,16629,Towel,5,2024-10-07,20.74,C00176,United Kingdom,103.69999999999999
INV100419,95120,Brush,5,2024-01-21,7.01,C00133,France,35.05
INV100156,99087,Candle,1,2024-06-19,7.92,C00325,United Kingdom,7.92
INV100549,75031,Perfume,3,2024-01-15,25.44,C00320,United Kingdom,76.32000000000001
INV101464,43380,Shirt,2,2024-07-29,27.59,C00014,Germany,55.18
INV101120,27071,Towel,1,2024-02-17,8.23,C00050,EIRE,8.23
INV101020,30074,Perfume,5,2024-03-26,9.47,C00410,France,47.35
INV100996,77843,Shirt,1,2024-05-28,95.34,C00072,Germany,95.34
INV101434,49901,Shoe,5,2024-07-06,3.15,C00069,EIRE,15.75
INV100950,21205,Towel,4,2024-11-01,11.37,C00391,United Kingdom,45.48
INV100288,65661,Shoe,5,2024-05-30,2.29,C00383,France,11.45
INV101277,15906,Towel,5,2024-05-20,35.42,C00016,United Kingdom,177.10000000000002
INV100195,12591,Shoe,5,2024-03-09,2.94,C00439,United Kingdom,14.7
INV100597,72987,Brush,3,2024-09-16,23.42,C00334,France,70.26
INV101857,73370,Perfume,5,2024-11-29,2.16,C00357,EIRE,10.8
INV101545,90685,Bag,2,2024-01-09,23.35,C00056,EIRE,46.7
INV100516,64400,Towel,2,2024-04-30,38.03,C00105,France,76.06
INV101658,35150,Brush,1,2024-04-10,11.18,C00132,France,11.18
INV101865,41852,Towel,3,2024-05-28,15.77,C00484,Germany,47.31
INV100864,52870,Shoe,1,2024-05-25,11.27,C00048,Germany,11.27
INV101141,62756,Shirt,2,2024-12-18,8.15,C00248,United Kingdom,16.3
INV100805,66481,Towel,2,2024-08-30,33.52,C00273,France,67.04
INV101932,11283,Brush,4,2024-08-28,7.35,C00111,EIRE,29.4
INV101182,43691,Shoe,5,2024-12-02,26.67,C00420,United Kingdom,133.35000000000002
INV100814,11125,Lipstick,2,2024-02-12,5.62,C00326,United Kingdom,11.24
INV100227,77065,Shoe,1,2024-04-04,6.75,C00336,United Kingdom,6.75
INV101900,36170,Perfume,1,2024-08-13,9.2,C00349,United Kingdom,9.2
INV100215,18438,Bag,5,2024-01-06,18.79,C00484,EIRE,93.94999999999999
INV100947,30095,Lipstick,5,2024-08-01,13.12,C00038,United Kingdom,65.6
INV101719,26154,Perfume,4,2024-07-24,28.34,C00357,France,113.36
INV100014,18004,Perfume,3,2024-03-07,5.8,C00240,Germany,17.4
INV101180,19752,Perfume,1,2024-04-09,1.21,C00318,EIRE,1.21
INV101671,65426,Shirt,5,2024-01-12,30.97,C00121,France,154.85
INV101284,36819,Perfume,1,2024-08-24,35.48,C00048,France,35.48
INV101180,34217,Shirt,5,2024-11-17,2.23,C00010,France,11.15
INV100046,98708,Perfume,2,2024-09-14,19.88,C00233,Germany,39.76
INV100323,42994,Candle,1,2024-12-02,10.5,C00036,Germany,10.5
INV100843,25036,Brush,2,2024-05-14,32.59,C00413,Germany,65.18
INV101708,87275,Lipstick,1,2024-08-09,42.5,C00462,France,42.5
INV100129,59416,Candle,3,2024-06-04,39.08,C00004,Germany,117.24
INV101434,19587,Perfume,4,2024-05-21,31.03,C00044,United Kingdom,124.12
INV100094,10645,Lipstick,2,2024-06-06,7.27,C00056,Germany,14.54
INV100626,40930,Lipstick,5,2024-11-21,34.41,C00042,EIRE,172.04999999999998
INV100754,91835,Towel,3,2024-12-09,16.25,C00255,France,48.75
INV101955,40090,Bag,1,2024-09-18,2.08,C00228,France,2.08
INV101315,97489,Candle,2,2024-10-09,13.21,C00114,United Kingdom,26.42
INV100793,62142,Bag,1,2024-12-03,58.0,C00237,Germany,58.0
INV101834,36475,Lipstick,1,2024-12-09,44.76,C00397,Germany,44.76
INV101306,28888,Shirt,1,2024-08-16,3.16,C00174,EIRE,3.16
INV100068,53732,Lipstick,4,2024-10-06,28.26,C00255,United Kingdom,113.04
INV101683,91623,Bag,4,2024-12-23,33.78,C00466,EIRE,135.12
INV100010,56305,Candle,5,2024-10-16,7.33,C00417,EIRE,36.65
INV101277,56037,Perfume,2,2024-06-16,13.76,C00277,France,27.52
INV101865,19346,Towel,3,2024-02-16,25.83,C00464,France,77.49
INV100871,10587,Towel,3,2024-07-21,12.56,C00335,Germany,37.68
INV100549,22763,Towel,3,2024-08-01,3.39,C00441,Germany,10.17
INV101157,69165,Perfume,1,2024-09-02,25.48,C00069,EIRE,25.48
INV100711,79615,Towel,4,2024-01-24,49.53,C00326,Germany,198.12
INV100022,46116,Candle,2,2024-11-16,22.14,C00230,EIRE,44.28
INV100814,95751,Perfume,1,2024-09-30,30.73,C00067,Germany,30.73
INV100345,35556,Towel,4,2024-02-13,9.87,C00304,Germany,39.48
INV100301,69042,Perfume,4,2024-11-27,5.05,C00460,France,20.2
INV100362,28099,Bag,2,2024-11-08,21.59,C00484,France,43.18
INV100395,55096,Brush,2,2024-12-28,8.94,C00417,France,17.88
INV100217,81986,Brush,2,2024-06-04,40.33,C00036,France,80.66
INV100140,23230,Candle,1,2024-07-17,3.62,C00417,United Kingdom,3.62
INV101639,39009,Shoe,5,2024-06-10,12.36,C00159,France,61.8
INV100957,80969,Shirt,2,2024-08-21,11.11,C00149,United Kingdom,22.22
INV101233,43866,Towel,5,2024-06-11,56.63,C00027,France,283.15000000000003
INV100984,94246,Shirt,1,2024-04-25,4.32,C00475,Germany,4.32
INV100992,86975,Perfume,5,2024-04-02,1.2,C00072,EIRE,6.0
INV101646,51855,Shirt,3,2024-02-11,6.44,C00248,Germany,19.32
INV101639,91557,Candle,5,2024-10-10,35.33,C00101,Germany,176.64999999999998
INV100827,16416,Candle,2,2024-07-28,5.7,C00190,United Kingdom,11.4
INV100682,82516,Lipstick,1,2024-07-24,6.51,C00096,France,6.51
INV101483,65915,Brush,2,2024-08-07,3.78,C00384,EIRE,7.56
INV101003,28058,Towel,3,2024-10-06,26.14,C00282,EIRE,78.42
INV100355,86637,Lipstick,2,2024-05-15,2.43,C00322,France,4.86
INV101007,50718,Shirt,2,2024-04-15,9.05,C00396,United Kingdom,18.1
INV101347,42602,Shoe,2,2024-04-27,7.64,C00278,United Kingdom,15.28
INV101156,84658,Lipstick,4,2024-08-24,17.2,C00017,United Kingdom,68.8
INV100887,88112,Lipstick,3,2024-11-04,27.22,C00263,EIRE,81.66
INV101828,68067,Candle,2,2024-04-09,16.22,C00107,United Kingdom,32.44
INV101863,37516,Shoe,2,2024-09-17,54.48,C00068,United Kingdom,108.96
INV100126,97969,Perfume,2,2024-10-31,61.5,C00128,EIRE,123.0
INV101129,11089,Shirt,1,2024-12-19,9.97,C00293,EIRE,9.97
INV101008,47346,Lipstick,4,2024-10-12,31.07,C00294,Germany,124.28
INV100603,84663,Shoe,1,2024-11-23,27.85,C00096,EIRE,27.85
INV101822,20487,Brush,4,2024-04-12,45.69,C00395,France,182.76
INV101401,10155,Towel,2,2024-03-03,12.88,C00001,EIRE,25.76
INV101928,77494,Shoe,3,2024-06-23,16.12,C00409,EIRE,48.36
INV101013,86229,Brush,5,2024-10-08,11.75,C00298,United Kingdom,58.75
INV100050,48547,Shirt,5,2024-10-19,38.99,C00180,Germany,194.95000000000002
INV101052,38795,Shoe,2,2024-08-13,6.22,C00408,United Kingdom,12.44
INV101485,65296,Brush,1,2024-01-07,6.48,C00181,Germany,6.48
INV101319,31447,Shoe,3,2024-05-06,10.32,C00235,United Kingdom,30.96
INV101320,46598,Shoe,4,2024-04-01,6.24,C00440,France,24.96
INV101749,51814,Towel,2,2024-07-08,17.47,C00319,United Kingdom,34.94
INV100778,85330,Brush,3,2024-12-24,3.89,C00337,United Kingdom,11.67
INV101430,97960,Brush,3,2024-02-22,8.72,C00008,France,26.160000000000004
INV101792,73278,Lipstick,4,2024-08-29,49.94,C00443,France,199.76
INV100813,65077,Shirt,3,2024-05-11,11.53,C00429,EIRE,34.589999999999996
INV101636,81906,Towel,1,2024-12-29,28.59,C00027,United Kingdom,28.59
INV101428,19528,Shoe,1,2024-04-21,3.41,C00308,France,3.41
INV101369,60100,Shoe,1,2024-01-07,6.69,C00146,France,6.69
INV101645,18179,Lipstick,3,2024-08-17,33.94,C00091,EIRE,101.82
INV100419,58781,Shirt,1,2024-06-04,29.79,C00342,Germany,29.79
INV101205,65267,Candle,4,2024-07-15,10.76,C00272,France,43.04
INV100982,92379,Towel,3,2024-11-18,62.76,C00322,France,188.28
INV100824,33952,Lipstick,5,2024-12-29,49.3,C00005,United Kingdom,246.5
INV101024,63798,Shirt,3,2024-08-10,66.56,C00082,EIRE,199.68
INV101854,60939,Towel,4,2024-09-06,12.17,C00387,United Kingdom,48.68
INV101973,39516,Shoe,5,2024-03-23,5.4,C00219,Germany,27.0
INV100566,66526,Shirt,3,2024-08-27,20.71,C00118,EIRE,62.13
INV100370,20449,Shirt,1,2024-12-25,24.09,C00081,United Kingdom,24.09
INV100935,60290,Perfume,2,2024-11-18,3.68,C00464,France,7.36
INV101934,96661,Shirt,2,2024-09-19,31.88,C00070,France,63.76
INV100660,82954,Candle,1,2024-07-07,1.36,C00115,EIRE,1.36
INV101454,32746,Shirt,2,2024-10-16,14.18,C00263,France,28.36
INV100968,77990,Candle,2,2024-12-27,9.04,C00306,United Kingdom,18.08
INV101332,68810,Shoe,1,2024-02-27,27.96,C00142,EIRE,27.96
INV101160,93297,Candle,1,2024-01-09,8.5,C00422,France,8.5
INV100201,25223,Towel,3,2024-10-30,36.07,C00488,France,108.21000000000001
INV101459,82237,Shoe,3,2024-04-24,19.08,C00207,Germany,57.239999999999995
INV100312,12597,Shoe,1,2024-07-28,32.59,C00111,Germany,32.59
INV100116,75677,Candle,4,2024-02-10,91.83,C00303,EIRE,367.32
INV101689,12659,Brush,2,2024-10-30,23.74,C00112,Germany,47.48
INV100936,96516,Lipstick,3,2024-06-21,84.93,C00417,United Kingdom,254.79000000000002
INV101826,84567,Bag,2,2024-08-21,1.59,C00043,France,3.18
INV100574,25037,Brush,5,2024-10-07,9.25,C00347,France,46.25
INV100243,56738,Shirt,1,2024-03-18,3.28,C00285,France,3.28
INV100536,81678,Perfume,4,2024-04-17,7.08,C00128,EIRE,28.32
INV101625,22109,Bag,5,2024-10-07,37.51,C00185,EIRE,187.54999999999998
INV100074,32010,Shirt,5,2024-02-08,1.66,C00229,Germany,8.299999999999999
INV101829,18787,Brush,5,2024-04-28,15.69,C00389,France,78.45
INV100385,18472,Brush,1,2024-11-30,17.75,C00221,France,17.75
INV101926,33383,Shirt,3,2024-12-01,17.47,C00352,France,52.41
INV101233,71709,Shoe,1,2024-01-27,13.9,C00444,France,13.9
INV100474,79785,Shirt,3,2024-04-13,32.27,C00117,France,96.81
INV100417,44518,Perfume,5,2024-03-14,3.87,C00070,United Kingdom,19.35
INV100346,63909,Brush,5,2024-07-09,8.44,C00386,France,42.199999999999996
INV101552,28351,Shirt,4,2024-11-19,20.13,C00070,United Kingdom,80.52
INV100639,79624,Candle,3,2024-05-26,24.49,C00110,France,73.47
INV100938,63330,Bag,5,2024-09-11,11.36,C00427,EIRE,56.8
INV100954,25282,Candle,2,2024-10-10,42.65,C00132,EIRE,85.3
INV100875,94866,Perfume,4,2024-07-31,11.74,C00056,United Kingdom,46.96
INV100762,31778,Shirt,1,2024-05-02,11.31,C00477,France,11.31
INV101202,34264,Towel,4,2024-07-24,1.74,C00443,EIRE,6.96
INV101205,69675,Perfume,2,2024-08-27,17.02,C00089,EIRE,34.04
INV100663,15075,Shoe,3,2024-12-04,25.67,C00137,France,77.01
INV100024,85948,Candle,1,2024-10-12,3.43,C00131,France,3.43
INV101990,58454,Candle,1,2024-01-22,8.29,C00218,EIRE,8.29
INV101203,38365,Lipstick,3,2024-09-15,31.4,C00176,France,94.19999999999999
INV100709,82766,Shirt,4,2024-12-22,10.11,C00171,Germany,40.44
INV101524,58200,Shoe,5,2024-04-14,6.53,C00475,France,32.65
INV101879,21002,Towel,4,2024-09-14,23.31,C00100,EIRE,93.24
INV101184,23947,Candle,2,2024-07-22,5.38,C00480,EIRE,10.76
INV100176,89222,Candle,5,2024-11-05,46.2,C00129,United Kingdom,231.0
INV100284,88610,Shoe,4,2024-09-18,3.23,C00057,Germany,12.92
INV100062,62142,Perfume,3,2024-04-16,25.52,C00181,EIRE,76.56
INV101002,66307,Perfume,2,2024-09-07,14.84,C00246,Germany,29.68
INV100661,14493,Shirt,2,2024-08-08,41.79,C00144,France,83.58
INV100665,60085,Brush,2,2024-08-09,3.7,C00051,EIRE,7.4
INV100155,44228,Lipstick,5,2024-09-14,23.66,C00368,United Kingdom,118.3
INV101905,89676,Candle,1,2024-07-19,17.98,C00459,EIRE,17.98
INV101492,61875,Brush,5,2024-09-14,14.08,C00218,United Kingdom,70.4
INV101072,41655,Brush,4,2024-12-14,14.52,C00104,Germany,58.08
INV100966,53472,Lipstick,1,2024-08-12,26.6,C00383,United Kingdom,26.6
INV100848,59437,Brush,4,2024-07-20,56.53,C00055,France,226.12
INV101107,59416,Brush,1,2024-08-13,2.91,C00257,France,2.91
INV101384,69711,Perfume,5,2024-08-23,1.39,C00346,France,6.949999999999999
INV100688,16816,Perfume,2,2024-07-01,33.77,C00156,EIRE,67.54
INV100147,87175,Bag,3,2024-07-18,3.29,C00053,France,9.870000000000001
INV101653,74307,Towel,2,2024-12-22,87.4,C00442,France,174.8
INV100341,56733,Shirt,5,2024-09-02,20.32,C00329,EIRE,101.6
INV100475,21240,Brush,1,2024-12-18,22.05,C00444,Germany,22.05
INV101086,81363,Bag,2,2024-04-20,5.44,C00187,France,10.88
INV101724,42762,Towel,5,2024-01-06,6.5,C00364,France,32.5
INV101383,18259,Bag,4,2024-08-23,22.54,C00150,EIRE,90.16
INV100560,60139,Bag,3,2024-05-06,49.1,C00264,Germany,147.3
INV100326,24849,Shirt,2,2024-04-13,81.79,C00250,Germany,163.58
INV101792,91768,Shirt,1,2024-08-24,5.41,C00433,Germany,5.41
INV101759,99709,Shoe,4,2024-06-03,3.88,C00298,EIRE,15.52
INV101164,64869,Lipstick,5,2024-09-13,2.16,C00411,United Kingdom,10.8
INV100989,73095,Lipstick,3,2024-08-22,41.54,C00423,United Kingdom,124.62
INV100214,80910,Shoe,1,2024-10-15,7.98,C00211,France,7.98
INV100434,96710,Shoe,5,2024-02-09,1.04,C00025,France,5.2
INV101914,33567,Perfume,5,2024-10-14,6.07,C00294,France,30.35
INV100951,45292,Towel,2,2024-07-15,9.32,C00341,United Kingdom,18.64
INV100722,84813,Bag,2,2024-09-29,95.18,C00152,EIRE,190.36
INV101341,61631,Brush,1,2024-09-20,15.83,C00024,France,15.83
INV100031,19885,Shoe,5,2024-02-26,5.58,C00252,EIRE,27.9
INV100669,69659,Candle,2,2024-10-24,9.15,C00060,France,18.3
INV100284,64306,Lipstick,3,2024-04-07,9.02,C00467,EIRE,27.06
INV101328,76314,Shoe,3,2024-05-16,1.4,C00434,EIRE,4.199999999999999
INV100428,75087,Candle,5,2024-03-27,3.9,C00367,United Kingdom,19.5
INV101500,39165,Candle,2,2024-08-29,24.76,C00066,EIRE,49.52
INV100285,68929,Candle,1,2024-07-17,3.56,C00398,Germany,3.56
INV101167,77028,Perfume,1,2024-11-05,6.25,C00053,United Kingdom,6.25
INV101447,59812,Perfume,1,2024-03-24,9.64,C00416,France,9.64
INV101042,60500,Brush,3,2024-08-29,29.35,C00106,United Kingdom,88.05000000000001
INV100017,89151,Brush,2,2024-10-07,18.46,C00096,Germany,36.92
INV100768,68643,Candle,2,2024-11-18,24.36,C00476,Germany,48.72
INV100589,54900,Towel,3,2024-09-08,17.74,C00176,EIRE,53.22
INV101394,52946,Perfume,1,2024-07-08,24.01,C00039,Germany,24.01
INV101198,17851,Bag,1,2024-05-31,1.06,C00168,Germany,1.06
INV101009,26288,Candle,5,2024-10-28,54.44,C00042,Germany,272.2
INV100193,82692,Bag,4,2024-10-04,3.35,C00367,Germany,13.4
INV100501,77580,Bag,2,2024-05-18,11.43,C00104,France,22.86
INV100987,17368,Candle,2,2024-06-24,30.48,C00333,France,60.96
INV101136,95436,Lipstick,2,2024-01-08,12.43,C00204,United Kingdom,24.86
INV100113,56403,Towel,4,2024-10-21,59.69,C00008,EIRE,238.76
INV101245,19168,Candle,5,2024-08-22,13.61,C00463,France,68.05
INV101701,96497,Brush,4,2024-06-11,42.58,C00282,Germany,170.32
INV100946,59879,Candle,1,2024-02-18,34.3,C00396,EIRE,34.3
INV100830,69871,Perfume,1,2024-10-28,80.25,C00043,France,80.25
INV101667,99388,Candle,2,2024-02-07,53.22,C00435,United Kingdom,106.44
INV101920,42174,Lipstick,3,2024-05-15,46.68,C00110,Germany,140.04
INV101287,16581,Perfume,2,2024-11-05,27.31,C00475,EIRE,54.62
INV100924,81853,Brush,3,2024-08-06,10.15,C00210,France,30.450000000000003
INV100054,74046,Shirt,4,2024-12-13,3.24,C00237,EIRE,12.96
INV101894,59678,Shirt,1,2024-10-22,24.34,C00356,France,24.34
INV101666,36649,Bag,3,2024-02-03,77.94,C00319,United Kingdom,233.82
INV100799,98668,Towel,4,2024-12-17,26.94,C00049,Germany,107.76
INV100777,92325,Bag,1,2024-03-19,53.83,C00115,United Kingdom,53.83
INV101481,24567,Lipstick,3,2024-08-23,33.62,C00155,Germany,100.85999999999999
INV101901,90404,Shoe,2,2024-09-29,4.56,C00137,Germany,9.12
INV100161,99906,Brush,2,2024-06-09,6.73,C00167,EIRE,13.46
INV101403,71944,Towel,2,2024-06-23,9.37,C00321,France,18.74
INV100086,88002,Brush,4,2024-11-03,4.68,C00199,United Kingdom,18.72
INV100054,38803,Shirt,2,2024-08-08,18.43,C00474,United Kingdom,36.86
INV101499,28230,Bag,5,2024-01-09,75.14,C00071,United Kingdom,375.7
INV101823,27862,Brush,1,2024-10-15,29.66,C00500,EIRE,29.66
INV101201,53355,Shirt,4,2024-04-22,12.01,C00007,EIRE,48.04
INV101414,41259,Lipstick,2,2024-07-23,1.09,C00200,EIRE,2.18
INV101372,97445,Lipstick,1,2024-07-04,8.52,C00336,Germany,8.52
INV101031,40795,Shoe,3,2024-12-06,15.96,C00067,United Kingdom,47.88
INV100832,18770,Brush,2,2024-07-15,8.84,C00493,Germany,17.68
INV100312,21093,Shoe,1,2024-09-22,3.35,C00138,United Kingdom,3.35
INV100758,56571,Perfume,5,2024-09-18,12.7,C00242,United Kingdom,63.5
INV101858,10193,Towel,3,2024-09-04,6.84,C00455,France,20.52
INV100442,27569,Brush,5,2024-04-24,48.99,C00213,United Kingdom,244.95000000000002
INV101790,21190,Lipstick,1,2024-04-30,3.15,C00181,EIRE,3.15
INV100327,72824,Bag,5,2024-05-20,2.01,C00254,EIRE,10.049999999999999
INV101077,52752,Shirt,1,2024-03-05,1.11,C00101,EIRE,1.11
INV100760,42327,Candle,1,2024-10-02,8.95,C00351,France,8.95
INV101262,52070,Shoe,5,2024-11-08,22.6,C00087,France,113.0
INV101252,95925,Candle,1,2024-08-26,27.22,C00185,Germany,27.22
INV100578,50197,Brush,2,2024-10-28,13.08,C00091,United Kingdom,26.16
INV101074,12261,Bag,1,2024-01-10,24.06,C00248,United Kingdom,24.06
INV101632,36512,Shoe,4,2024-08-20,9.92,C00214,EIRE,39.68
INV101627,16716,Candle,1,2024-07-13,23.04,C00359,EIRE,23.04
INV101006,96795,Towel,4,2024-01-12,1.83,C00249,EIRE,7.32
INV101287,38933,Bag,1,2024-06-25,10.91,C00126,EIRE,10.91
INV101441,14378,Shirt,1,2024-06-25,32.29,C00411,EIRE,32.29
INV101826,50583,Towel,5,2024-08-04,33.49,C00438,EIRE,167.45000000000002
INV100095,95371,Bag,2,2024-01-11,26.19,C00369,United Kingdom,52.38
INV101111,39033,Perfume,2,2024-04-27,5.57,C00004,France,11.14
INV101101,34000,Shoe,3,2024-06-12,6.68,C00088,EIRE,20.04
INV101311,85868,Lipstick,5,2024-02-08,111.88,C00151,United Kingdom,559.4
INV101143,52604,Shirt,5,2024-02-22,3.18,C00176,EIRE,15.9
INV100813,78336,Brush,2,2024-08-05,4.99,C00211,Germany,9.98
INV100490,83869,Towel,5,2024-07-24,3.79,C00426,Germany,18.95
INV101935,15410,Towel,2,2024-11-07,8.94,C00259,United Kingdom,17.88
INV100451,93375,Candle,5,2024-12-25,5.72,C00091,France,28.599999999999998
INV101523,66044,Shoe,1,2024-02-25,14.77,C00259,Germany,14.77
INV100164,73315,Brush,2,2024-04-27,13.93,C00412,Germany,27.86
INV100181,81344,Lipstick,2,2024-09-09,47.36,C00191,France,94.72
INV100468,16796,Bag,4,2024-10-12,1.71,C00081,Germany,6.84
INV100909,96716,Lipstick,5,2024-09-24,8.71,C00415,EIRE,43.550000000000004
INV100734,64245,Shoe,5,2024-10-17,19.16,C00138,France,95.8
INV100822,53056,Shoe,2,2024-11-28,19.57,C00433,Germany,39.14
INV100943,27709,Perfume,1,2024-06-28,14.08,C00470,France,14.08
INV100006,68557,Perfume,1,2024-12-23,34.82,C00350,EIRE,34.82
INV100329,27543,Lipstick,1,2024-08-22,2.3,C00126,Germany,2.3
INV100774,47418,Bag,5,2024-12-08,34.8,C00369,United Kingdom,174.0
INV101696,26724,Lipstick,4,2024-07-14,14.65,C00405,Germany,58.6
INV100150,13828,Shoe,2,2024-11-03,3.87,C00356,Germany,7.74
INV101108,27087,Shoe,3,2024-03-20,44.38,C00309,EIRE,133.14000000000001
INV100146,22605,Candle,4,2024-05-14,21.95,C00343,United Kingdom,87.8
INV101647,41337,Perfume,3,2024-01-22,4.57,C00230,United Kingdom,13.71
INV101404,15482,Brush,4,2024-11-26,1.68,C00460,United Kingdom,6.72
INV100914,75333,Brush,1,2024-08-12,4.04,C00345,EIRE,4.04
INV101571,98296,Brush,5,2024-02-27,19.77,C00310,EIRE,98.85
INV101308,60952,Candle,3,2024-04-02,4.95,C00441,EIRE,14.850000000000001
INV100699,15463,Shirt,4,2024-07-10,6.12,C00020,EIRE,24.48
INV100081,80448,Brush,5,2024-04-12,1.51,C00369,EIRE,7.55
INV100513,14648,Shoe,3,2024-01-07,26.67,C00049,United Kingdom,80.01
INV101920,43623,Candle,2,2024-05-07,34.25,C00490,France,68.5
INV100814,69156,Lipstick,4,2024-02-24,32.88,C00135,EIRE,131.52
INV100708,45634,Perfume,2,2024-08-18,3.73,C00029,France,7.46
INV101939,54602,Perfume,1,2024-12-27,47.72,C00048,Germany,47.72
INV101546,59334,Bag,2,2024-03-02,23.31,C00477,Germany,46.62
INV100745,78648,Lipstick,2,2024-08-27,46.56,C00269,EIRE,93.12
INV101022,32054,Bag,4,2024-03-30,12.85,C00003,Germany,51.4
INV101409,80028,Candle,1,2024-08-19,12.49,C00258,France,12.49
INV100706,32207,Towel,2,2024-08-20,31.7,C00016,Germany,63.4
INV100470,90650,Brush,5,2024-12-19,2.96,C00094,Germany,14.8
INV101142,91554,Shirt,3,2024-11-28,15.72,C00358,France,47.160000000000004
INV100395,31386,Lipstick,2,2024-10-18,37.2,C00134,Germany,74.4
INV101555,93276,Lipstick,1,2024-12-10,36.46,C00301,EIRE,36.46
INV100260,69518,Lipstick,2,2024-05-31,63.53,C00327,France,127.06
INV100804,62781,Bag,3,2024-05-24,24.96,C00133,France,74.88
INV100933,62780,Candle,1,2024-05-09,5.66,C00312,United Kingdom,5.66
INV101279,71440,Lipstick,4,2024-05-20,1.41,C00455,United Kingdom,5.64
INV101757,54199,Towel,1,2024-04-02,14.06,C00482,France,14.06
INV100904,71035,Lipstick,4,2024-04-23,15.42,C00383,France,61.68
INV101249,18210,Perfume,1,2024-10-10,6.5,C00032,United Kingdom,6.5
INV101076,54363,Brush,3,2024-05-22,3.66,C00305,EIRE,10.98
INV100939,88279,Shirt,3,2024-08-10,18.65,C00269,Germany,55.949999999999996
INV101890,70348,Brush,1,2024-08-19,29.9,C00414,Germany,29.9
INV101523,65284,Perfume,2,2024-02-02,100.68,C00025,Germany,201.36
INV101529,82124,Perfume,3,2024-10-02,29.4,C00469,France,88.19999999999999
INV100853,78847,Shirt,4,2024-06-18,32.56,C00316,EIRE,130.24
INV101387,32432,Towel,4,2024-05-19,20.17,C00059,United Kingdom,80.68
INV101303,74089,Candle,5,2024-12-22,86.26,C00213,EIRE,431.3
INV100592,65398,Perfume,4,2024-07-19,21.43,C00156,EIRE,85.72
INV100713,13321,Candle,5,2024-01-23,40.36,C00496,Germany,201.8
INV101181,91348,Perfume,1,2024-08-11,59.3,C00314,United Kingdom,59.3
INV100631,47383,Shoe,1,2024-09-26,54.14,C00276,EIRE,54.14
INV100058,88682,Shirt,1,2024-12-12,10.61,C00418,United Kingdom,10.61
